ticket_id,created_at,description,true_category,true_priority,true_sentiment,customer_name,ticket_length,description_clean,text_length,word_count,day_of_week,hour
340,2026-06-06 08:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_9796,6,how do i delete my account?,27,6,Saturday,8
341,2026-06-20 14:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Positive,Customer_1725,7,i forgot my password please reset it,36,7,Saturday,14
342,2026-06-01 06:09:05.868157,How do I delete my account? Been waiting 3 days.,Account,Critical,Negative,Customer_2735,10,how do i delete my account? been waiting 3 days,47,10,Monday,6
343,2026-06-09 01:09:05.868157,Search function returns no results even though records exist.,Bug,Low,Positive,Customer_4621,9,search function returns no results even though records exist,60,9,Tuesday,1
344,2026-06-27 08:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_1402,6,how do i backup my data?,24,6,Saturday,8
345,2026-05-31 20:09:05.868157,How do I connect my database to the platform?,Technical Support,Low,Neutral,Customer_3321,9,how do i connect my database to the platform?,45,9,Sunday,20
346,2026-06-20 04:09:05.868157,I need an invoice for my payment on July 1st.,Billing,Medium,Neutral,Customer_2599,10,i need an invoice for my payment on july 1st,44,10,Saturday,4
347,2026-06-05 21:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_2885,9,how do i connect my database to the platform?,45,9,Friday,21
348,2026-06-15 14:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken. Thanks in advance.",Bug,Critical,Negative,Customer_3623,11,dashboard widgets not loading tried refreshing still broken thanks in advance,77,11,Monday,14
349,2026-06-25 23:09:05.868157,I need an invoice for my payment on July 1st. Thanks in advance.,Billing,Medium,Negative,Customer_8080,13,i need an invoice for my payment on july 1st thanks in advance,62,13,Thursday,23
350,2026-06-18 07:09:05.868157,What's the maximum file size I can upload?,Technical Support,Low,Neutral,Customer_1072,8,whats the maximum file size i can upload?,41,8,Thursday,7
351,2026-06-06 02:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Positive,Customer_4063,8,just wanted to say thanks for great support!,44,8,Saturday,2
352,2026-06-16 03:09:05.868157,Can I upgrade to the enterprise plan?,Billing,Medium,Neutral,Customer_6134,7,can i upgrade to the enterprise plan?,37,7,Tuesday,3
353,2026-06-04 05:09:05.868157,How do I change my email address?,Account,Low,Neutral,Customer_3826,7,how do i change my email address?,33,7,Thursday,5
354,2026-06-10 15:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_6131,7,can you recommend best practices for scaling?,45,7,Wednesday,15
355,2026-06-15 07:09:05.868157,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Positive,Customer_7852,12,export to csv feature crashes when i select more than 1000 rows,63,12,Monday,7
356,2026-06-13 21:09:05.868157,"I forgot my password, please reset it.",Account,Low,Neutral,Customer_3838,7,i forgot my password please reset it,36,7,Saturday,21
357,2026-06-17 00:09:05.868157,"I forgot my password, please reset it.",Account,Low,Positive,Customer_1878,7,i forgot my password please reset it,36,7,Wednesday,0
358,2026-06-14 23:09:05.868157,I need an invoice for my payment on July 1st. Losing money on this.,Billing,Critical,Negative,Customer_9109,14,i need an invoice for my payment on july 1st losing money on this,65,14,Sunday,23
359,2026-06-29 01:09:05.868157,Can you help me configure LDAP authentication?,Technical Support,Medium,Neutral,Customer_1505,7,can you help me configure ldap authentication?,46,7,Monday,1
360,2026-06-07 05:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_9115,5,can you implement twofactor authentication?,43,5,Sunday,5
361,2026-06-14 18:09:05.868157,Can you update my billing address? Been waiting 3 days.,Account,Medium,Neutral,Customer_8231,10,can you update my billing address? been waiting 3 days,54,10,Sunday,18
362,2026-06-30 05:09:05.868157,"I forgot my password, please reset it.",Account,Low,Neutral,Customer_5305,7,i forgot my password please reset it,36,7,Tuesday,5
363,2026-06-24 20:09:05.868157,Why was I charged twice this month? Thanks in advance.,Billing,High,Positive,Customer_6744,10,why was i charged twice this month? thanks in advance,53,10,Wednesday,20
364,2026-06-25 13:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Neutral,Customer_1972,7,can you recommend best practices for scaling?,45,7,Thursday,13
365,2026-06-09 10:09:05.868157,I need to add team members to my workspace.,Account,Low,Positive,Customer_5740,9,i need to add team members to my workspace,42,9,Tuesday,10
366,2026-06-07 06:09:05.868157,How do I change my email address?,Account,Low,Negative,Customer_1971,7,how do i change my email address?,33,7,Sunday,6
367,2026-06-09 09:09:05.868157,I need an invoice for my payment on July 1st.,Billing,High,Neutral,Customer_5055,10,i need an invoice for my payment on july 1st,44,10,Tuesday,9
368,2026-06-19 05:09:05.868157,Question about your roadmap priorities.,Other,Low,Positive,Customer_2237,5,question about your roadmap priorities,38,5,Friday,5
369,2026-06-22 21:09:05.868157,Is there a community forum?,Other,High,Negative,Customer_7046,5,is there a community forum?,27,5,Monday,21
370,2026-06-08 05:09:05.868157,How do I connect my database to the platform? This is urgent!,Technical Support,Critical,Negative,Customer_6869,12,how do i connect my database to the platform? this is urgent!,61,12,Monday,5
371,2026-06-23 09:09:05.868157,Mobile app freezes when uploading files larger than 50MB. Please help ASAP.,Bug,High,Neutral,Customer_5646,12,mobile app freezes when uploading files larger than 50mb please help asap,73,12,Tuesday,9
372,2026-06-30 16:09:05.868157,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Positive,Customer_8529,9,do you offer annual subscription discounts? this is urgent!,59,9,Tuesday,16
373,2026-06-01 06:09:05.868157,Mobile app freezes when uploading files larger than 50MB.,Bug,Medium,Negative,Customer_4314,9,mobile app freezes when uploading files larger than 50mb,56,9,Monday,6
374,2026-06-02 11:09:05.868157,Question about your roadmap priorities.,Other,Critical,Negative,Customer_2529,5,question about your roadmap priorities,38,5,Tuesday,11
375,2026-06-11 10:09:05.868157,Your platform has transformed our workflow.,Other,Low,Positive,Customer_4836,6,your platform has transformed our workflow,42,6,Thursday,10
376,2026-06-29 15:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_4705,9,how do i connect my database to the platform?,45,9,Monday,15
377,2026-06-09 15:09:05.868157,Can you update my billing address? Please help ASAP.,Account,Medium,Positive,Customer_8826,9,can you update my billing address? please help asap,51,9,Tuesday,15
378,2026-06-20 10:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Positive,Customer_3246,11,cannot login to my account getting 500 error on login page,58,11,Saturday,10
379,2026-06-10 15:09:05.868157,What's the maximum file size I can upload?,Technical Support,High,Negative,Customer_2120,8,whats the maximum file size i can upload?,41,8,Wednesday,15
380,2026-06-08 13:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_3480,7,i forgot my password please reset it,36,7,Monday,13
381,2026-06-28 15:09:05.868157,What's the maximum file size I can upload?,Technical Support,Medium,Neutral,Customer_3017,8,whats the maximum file size i can upload?,41,8,Sunday,15
382,2026-06-27 12:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_5537,6,how do i delete my account?,27,6,Saturday,12
383,2026-06-06 21:09:05.870165,Can you recommend best practices for scaling? Been waiting 3 days.,Other,Low,Neutral,Customer_1439,11,can you recommend best practices for scaling? been waiting 3 days,65,11,Saturday,21
384,2026-06-08 07:09:05.870165,Can you recommend best practices for scaling?,Other,High,Neutral,Customer_5842,7,can you recommend best practices for scaling?,45,7,Monday,7
385,2026-06-28 12:09:05.870165,Your platform has transformed our workflow.,Other,Low,Negative,Customer_9185,6,your platform has transformed our workflow,42,6,Sunday,12
386,2026-06-27 07:09:05.870165,Just wanted to say thanks for great support! Been waiting 3 days.,Other,Medium,Neutral,Customer_7895,12,just wanted to say thanks for great support! been waiting 3 days,64,12,Saturday,7
387,2026-07-01 01:09:05.870165,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Positive,Customer_2106,9,do you offer annual subscription discounts? this is urgent!,59,9,Wednesday,1
388,2026-06-15 10:09:05.870165,Cannot login to my account. Getting 500 error on login page. Please help ASAP.,Bug,Medium,Positive,Customer_9209,14,cannot login to my account getting 500 error on login page please help asap,75,14,Monday,10
389,2026-06-27 11:09:05.870165,How do I backup my data?,Technical Support,Medium,Neutral,Customer_2369,6,how do i backup my data?,24,6,Saturday,11
390,2026-06-19 01:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Low,Negative,Customer_2083,10,i need an invoice for my payment on july 1st,44,10,Friday,1
391,2026-06-29 06:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Medium,Neutral,Customer_2900,10,i need an invoice for my payment on july 1st,44,10,Monday,6
392,2026-06-09 15:09:05.870165,What's the maximum file size I can upload?,Technical Support,Medium,Positive,Customer_1185,8,whats the maximum file size i can upload?,41,8,Tuesday,15
393,2026-06-26 08:09:05.870165,Can you implement two-factor authentication? Been waiting 3 days.,Feature Request,Medium,Neutral,Customer_3079,9,can you implement twofactor authentication? been waiting 3 days,63,9,Friday,8
394,2026-06-21 06:09:05.870165,Just wanted to say thanks for great support! This is urgent!,Other,High,Neutral,Customer_5456,11,just wanted to say thanks for great support! this is urgent!,60,11,Sunday,6
395,2026-06-16 05:09:05.870165,I need to add team members to my workspace.,Account,Low,Neutral,Customer_9368,9,i need to add team members to my workspace,42,9,Tuesday,5
396,2026-06-23 16:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Low,Negative,Customer_2889,10,i need an invoice for my payment on july 1st,44,10,Tuesday,16
397,2026-06-16 08:09:05.870165,Can we add dark mode to the platform?,Feature Request,Medium,Positive,Customer_7274,8,can we add dark mode to the platform?,37,8,Tuesday,8
398,2026-06-01 21:09:05.870165,Can we add dark mode to the platform?,Feature Request,Low,Negative,Customer_7870,8,can we add dark mode to the platform?,37,8,Monday,21
399,2026-06-29 01:09:05.870165,Please add bulk edit functionality for records.,Feature Request,Low,Neutral,Customer_7108,7,please add bulk edit functionality for records,46,7,Monday,1
400,2026-06-15 18:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_7568,8,dashboard widgets not loading tried refreshing still broken,59,8,Monday,18
401,2026-06-14 05:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Critical,Negative,Customer_1130,12,export to csv feature crashes when i select more than 1000 rows,63,12,Sunday,5
402,2026-06-17 08:09:05.870165,Can I upgrade to the enterprise plan? Thanks in advance.,Billing,Medium,Neutral,Customer_9083,10,can i upgrade to the enterprise plan? thanks in advance,55,10,Wednesday,8
403,2026-06-02 06:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_1391,9,would love to see integration with slack for notifications,58,9,Tuesday,6
404,2026-06-06 22:09:05.870165,Can we add dark mode to the platform? This is urgent!,Feature Request,Medium,Neutral,Customer_7164,11,can we add dark mode to the platform? this is urgent!,53,11,Saturday,22
405,2026-06-16 18:09:05.870165,Can you recommend best practices for scaling? Please help ASAP.,Other,Medium,Positive,Customer_3332,10,can you recommend best practices for scaling? please help asap,62,10,Tuesday,18
406,2026-06-17 21:09:05.870165,Your platform has transformed our workflow. Losing money on this.,Other,Low,Positive,Customer_7102,10,your platform has transformed our workflow losing money on this,63,10,Wednesday,21
407,2026-06-11 07:09:05.870165,How do I connect my database to the platform?,Technical Support,Critical,Neutral,Customer_2226,9,how do i connect my database to the platform?,45,9,Thursday,7
408,2026-06-23 09:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_7438,7,i forgot my password please reset it,36,7,Tuesday,9
409,2026-06-29 13:09:05.870165,Is there a community forum?,Other,High,Neutral,Customer_3230,5,is there a community forum?,27,5,Monday,13
410,2026-06-18 16:09:05.870165,How do I delete my account?,Account,Low,Positive,Customer_9780,6,how do i delete my account?,27,6,Thursday,16
411,2026-06-04 16:09:05.870165,Can I upgrade to the enterprise plan?,Billing,Critical,Negative,Customer_2481,7,can i upgrade to the enterprise plan?,37,7,Thursday,16
412,2026-06-05 09:09:05.870165,Can you implement two-factor authentication?,Feature Request,High,Neutral,Customer_3430,5,can you implement twofactor authentication?,43,5,Friday,9
413,2026-06-10 10:09:05.870165,Mobile app freezes when uploading files larger than 50MB.,Bug,High,Negative,Customer_5262,9,mobile app freezes when uploading files larger than 50mb,56,9,Wednesday,10
414,2026-06-14 12:09:05.870165,We need API access for custom integrations.,Feature Request,Low,Neutral,Customer_2551,7,we need api access for custom integrations,42,7,Sunday,12
415,2026-06-05 12:09:05.870165,How do I connect my database to the platform?,Technical Support,Low,Neutral,Customer_3141,9,how do i connect my database to the platform?,45,9,Friday,12
416,2026-06-23 17:09:05.870165,Can we add dark mode to the platform?,Feature Request,High,Neutral,Customer_1357,8,can we add dark mode to the platform?,37,8,Tuesday,17
417,2026-06-04 09:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,Medium,Neutral,Customer_3007,8,dashboard widgets not loading tried refreshing still broken,59,8,Thursday,9
418,2026-06-08 07:09:05.870165,Search function returns no results even though records exist.,Bug,Critical,Neutral,Customer_9128,9,search function returns no results even though records exist,60,9,Monday,7
419,2026-06-26 11:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Neutral,Customer_5585,12,export to csv feature crashes when i select more than 1000 rows,63,12,Friday,11
420,2026-06-11 10:09:05.870165,How do I backup my data?,Technical Support,High,Positive,Customer_9173,6,how do i backup my data?,24,6,Thursday,10
421,2026-06-27 06:09:05.870165,How do I connect my database to the platform?,Technical Support,High,Negative,Customer_4267,9,how do i connect my database to the platform?,45,9,Saturday,6
422,2026-06-05 21:09:05.870165,Can you recommend best practices for scaling? Please help ASAP.,Other,High,Negative,Customer_6883,10,can you recommend best practices for scaling? please help asap,62,10,Friday,21
423,2026-06-19 11:09:05.870165,How do I backup my data?,Technical Support,Medium,Neutral,Customer_3946,6,how do i backup my data?,24,6,Friday,11
424,2026-06-16 03:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Positive,Customer_6856,12,export to csv feature crashes when i select more than 1000 rows,63,12,Tuesday,3
425,2026-06-24 11:09:05.870165,How do I change my email address?,Account,Critical,Negative,Customer_9743,7,how do i change my email address?,33,7,Wednesday,11
426,2026-06-06 07:09:05.870165,Your platform has transformed our workflow.,Other,Low,Negative,Customer_6813,6,your platform has transformed our workflow,42,6,Saturday,7
427,2026-06-08 21:09:05.870165,Please add bulk edit functionality for records. This is urgent!,Feature Request,Low,Neutral,Customer_6761,10,please add bulk edit functionality for records this is urgent!,62,10,Monday,21
428,2026-06-14 10:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Neutral,Customer_3876,10,i forgot my password please reset it please help asap,53,10,Sunday,10
429,2026-06-15 04:09:05.870165,How do I backup my data?,Technical Support,Low,Positive,Customer_1011,6,how do i backup my data?,24,6,Monday,4
430,2026-06-26 09:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Critical,Negative,Customer_1975,10,i need an invoice for my payment on july 1st,44,10,Friday,9
431,2026-06-04 08:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Losing money on this.",Bug,Medium,Neutral,Customer_2188,12,dashboard widgets not loading tried refreshing still broken losing money on this,80,12,Thursday,8
432,2026-06-22 09:09:05.870165,I was charged but didn't confirm the transaction.,Billing,High,Negative,Customer_3235,8,i was charged but didnt confirm the transaction,47,8,Monday,9
433,2026-06-25 21:09:05.870165,We need API access for custom integrations.,Feature Request,Medium,Neutral,Customer_6846,7,we need api access for custom integrations,42,7,Thursday,21
434,2026-06-09 10:09:05.870165,We need API access for custom integrations.,Feature Request,Medium,Negative,Customer_3086,7,we need api access for custom integrations,42,7,Tuesday,10
435,2026-06-07 01:09:05.870165,Can you implement two-factor authentication?,Feature Request,Medium,Negative,Customer_1530,5,can you implement twofactor authentication?,43,5,Sunday,1
436,2026-06-13 16:09:05.870165,Can you implement two-factor authentication?,Feature Request,Medium,Negative,Customer_9129,5,can you implement twofactor authentication?,43,5,Saturday,16
437,2026-06-11 17:09:05.870165,Please add bulk edit functionality for records. Thanks in advance.,Feature Request,Low,Positive,Customer_6500,10,please add bulk edit functionality for records thanks in advance,64,10,Thursday,17
438,2026-06-06 16:09:05.870165,How do I connect my database to the platform?,Technical Support,Low,Positive,Customer_1020,9,how do i connect my database to the platform?,45,9,Saturday,16
439,2026-06-03 07:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Please help ASAP.",Bug,Medium,Neutral,Customer_6754,11,dashboard widgets not loading tried refreshing still broken please help asap,76,11,Wednesday,7
440,2026-06-10 12:09:05.870165,I need to add team members to my workspace.,Account,Low,Negative,Customer_3664,9,i need to add team members to my workspace,42,9,Wednesday,12
441,2026-06-23 16:09:05.870165,How do I reset my API key?,Technical Support,Low,Negative,Customer_2215,7,how do i reset my api key?,26,7,Tuesday,16
442,2026-06-03 17:09:05.870165,Why was I charged twice this month?,Billing,Low,Neutral,Customer_6536,7,why was i charged twice this month?,35,7,Wednesday,17
443,2026-06-11 14:09:05.870165,How do I change my email address?,Account,Critical,Negative,Customer_8113,7,how do i change my email address?,33,7,Thursday,14
444,2026-06-13 20:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Low,Neutral,Customer_9849,9,would love to see integration with slack for notifications,58,9,Saturday,20
445,2026-06-13 02:09:05.870165,Why was I charged twice this month?,Billing,Medium,Positive,Customer_9043,7,why was i charged twice this month?,35,7,Saturday,2
446,2026-06-09 23:09:05.870165,Can we add dark mode to the platform?,Feature Request,Low,Positive,Customer_8869,8,can we add dark mode to the platform?,37,8,Tuesday,23
447,2026-06-04 16:09:05.870165,Please add bulk edit functionality for records. Please help ASAP.,Feature Request,Low,Positive,Customer_6052,10,please add bulk edit functionality for records please help asap,63,10,Thursday,16
448,2026-06-14 07:09:05.870165,How do I reset my API key?,Technical Support,Medium,Negative,Customer_4029,7,how do i reset my api key?,26,7,Sunday,7
449,2026-06-17 05:09:05.870165,Do you offer annual subscription discounts?,Billing,High,Neutral,Customer_5315,6,do you offer annual subscription discounts?,43,6,Wednesday,5
450,2026-06-28 22:09:05.870165,Would love to see integration with Slack for notifications. This is urgent!,Feature Request,High,Negative,Customer_6632,12,would love to see integration with slack for notifications this is urgent!,74,12,Sunday,22
451,2026-06-05 07:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_9561,7,i forgot my password please reset it,36,7,Friday,7
452,2026-06-24 04:09:05.870165,Can you help me configure LDAP authentication?,Technical Support,Critical,Negative,Customer_5896,7,can you help me configure ldap authentication?,46,7,Wednesday,4
453,2026-06-03 03:09:05.870165,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Negative,Customer_3415,11,cannot login to my account getting 500 error on login page,58,11,Wednesday,3
454,2026-06-27 18:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Thanks in advance.",Bug,Critical,Negative,Customer_7936,11,dashboard widgets not loading tried refreshing still broken thanks in advance,77,11,Saturday,18
455,2026-06-20 20:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Been waiting 3 days.",Bug,Critical,Negative,Customer_2097,12,dashboard widgets not loading tried refreshing still broken been waiting 3 days,79,12,Saturday,20
456,2026-06-17 19:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows. Losing money on this.,Bug,Medium,Neutral,Customer_9561,16,export to csv feature crashes when i select more than 1000 rows losing money on this,84,16,Wednesday,19
457,2026-06-07 16:09:05.870165,How do I backup my data?,Technical Support,Low,Positive,Customer_2730,6,how do i backup my data?,24,6,Sunday,16
458,2026-06-23 07:09:05.870165,I need to add team members to my workspace. Please help ASAP.,Account,High,Negative,Customer_8955,12,i need to add team members to my workspace please help asap,59,12,Tuesday,7
459,2026-06-12 00:09:05.870165,Can you update my billing address?,Account,Medium,Positive,Customer_7581,6,can you update my billing address?,34,6,Friday,0
460,2026-06-16 11:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,Medium,Negative,Customer_7102,8,dashboard widgets not loading tried refreshing still broken,59,8,Tuesday,11
461,2026-06-15 21:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Neutral,Customer_2609,12,export to csv feature crashes when i select more than 1000 rows,63,12,Monday,21
462,2026-06-22 20:09:05.870165,We need API access for custom integrations. Been waiting 3 days.,Feature Request,Low,Negative,Customer_7828,11,we need api access for custom integrations been waiting 3 days,62,11,Monday,20
463,2026-06-08 04:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Positive,Customer_9462,10,i forgot my password please reset it please help asap,53,10,Monday,4
464,2026-06-09 03:09:05.870165,I need an invoice for my payment on July 1st.,Billing,High,Negative,Customer_7609,10,i need an invoice for my payment on july 1st,44,10,Tuesday,3
465,2026-06-25 13:09:05.870165,Can you implement two-factor authentication?,Feature Request,High,Negative,Customer_1944,5,can you implement twofactor authentication?,43,5,Thursday,13
466,2026-06-20 05:09:05.870165,Please add bulk edit functionality for records. Been waiting 3 days.,Feature Request,Low,Positive,Customer_9275,11,please add bulk edit functionality for records been waiting 3 days,66,11,Saturday,5
467,2026-06-16 00:09:05.870165,How do I connect my database to the platform?,Technical Support,Medium,Positive,Customer_8308,9,how do i connect my database to the platform?,45,9,Tuesday,0
468,2026-06-26 11:09:05.870165,Can you implement two-factor authentication?,Feature Request,Critical,Negative,Customer_2480,5,can you implement twofactor authentication?,43,5,Friday,11
469,2026-06-04 12:09:05.870165,I was charged but didn't confirm the transaction. Thanks in advance.,Billing,Low,Positive,Customer_4688,11,i was charged but didnt confirm the transaction thanks in advance,65,11,Thursday,12
470,2026-06-06 22:09:05.870165,Can you recommend best practices for scaling?,Other,Low,Neutral,Customer_1145,7,can you recommend best practices for scaling?,45,7,Saturday,22
471,2026-06-23 00:09:05.870165,How do I backup my data? Thanks in advance.,Technical Support,Critical,Negative,Customer_6004,9,how do i backup my data? thanks in advance,42,9,Tuesday,0
472,2026-06-17 11:09:05.870165,Is there a community forum? Been waiting 3 days.,Other,Critical,Negative,Customer_4575,9,is there a community forum? been waiting 3 days,47,9,Wednesday,11
473,2026-06-28 19:09:05.870165,How do I backup my data?,Technical Support,Low,Neutral,Customer_9380,6,how do i backup my data?,24,6,Sunday,19
474,2026-06-12 10:09:05.870165,Can you recommend best practices for scaling?,Other,Critical,Negative,Customer_5890,7,can you recommend best practices for scaling?,45,7,Friday,10
475,2026-06-04 11:09:05.870165,Question about your roadmap priorities.,Other,Low,Positive,Customer_5278,5,question about your roadmap priorities,38,5,Thursday,11
476,2026-06-15 12:09:05.870165,Question about your roadmap priorities.,Other,Medium,Negative,Customer_1930,5,question about your roadmap priorities,38,5,Monday,12
477,2026-06-22 11:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Neutral,Customer_7857,10,i forgot my password please reset it please help asap,53,10,Monday,11
478,2026-06-07 21:09:05.870165,How do I backup my data? Been waiting 3 days.,Technical Support,Low,Positive,Customer_4643,10,how do i backup my data? been waiting 3 days,44,10,Sunday,21
479,2026-06-04 14:09:05.870165,Question about your roadmap priorities.,Other,Medium,Neutral,Customer_3967,5,question about your roadmap priorities,38,5,Thursday,14
480,2026-06-07 14:09:05.870165,Can I upgrade to the enterprise plan? Losing money on this.,Billing,Low,Positive,Customer_6499,11,can i upgrade to the enterprise plan? losing money on this,58,11,Sunday,14
481,2026-06-03 09:09:05.870165,Question about your roadmap priorities.,Other,Low,Neutral,Customer_7089,5,question about your roadmap priorities,38,5,Wednesday,9
482,2026-06-03 23:09:05.870165,Why was I charged twice this month?,Billing,Medium,Neutral,Customer_2166,7,why was i charged twice this month?,35,7,Wednesday,23
483,2026-06-18 18:09:05.870165,Can you help me configure LDAP authentication?,Technical Support,High,Negative,Customer_3470,7,can you help me configure ldap authentication?,46,7,Thursday,18
484,2026-06-27 09:09:05.870165,Can you implement two-factor authentication? Please help ASAP.,Feature Request,Critical,Negative,Customer_3954,8,can you implement twofactor authentication? please help asap,60,8,Saturday,9
485,2026-06-30 19:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_8406,8,dashboard widgets not loading tried refreshing still broken,59,8,Tuesday,19
486,2026-06-06 17:09:05.870165,I was charged but didn't confirm the transaction. Please help ASAP.,Billing,Medium,Neutral,Customer_3120,11,i was charged but didnt confirm the transaction please help asap,64,11,Saturday,17
487,2026-07-01 18:09:05.870165,How do I delete my account? Please help ASAP.,Account,Medium,Neutral,Customer_9745,9,how do i delete my account? please help asap,44,9,Wednesday,18
488,2026-06-25 19:09:05.870165,Please add bulk edit functionality for records. Losing money on this.,Feature Request,Medium,Negative,Customer_1067,11,please add bulk edit functionality for records losing money on this,67,11,Thursday,19
489,2026-06-28 07:09:05.870165,Question about your roadmap priorities.,Other,Medium,Positive,Customer_9246,5,question about your roadmap priorities,38,5,Sunday,7
490,2026-06-22 05:09:05.870165,How do I change my email address?,Account,Low,Positive,Customer_9524,7,how do i change my email address?,33,7,Monday,5
491,2026-06-03 04:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_6885,7,i forgot my password please reset it,36,7,Wednesday,4
492,2026-06-23 20:09:05.870165,We need API access for custom integrations.,Feature Request,Low,Negative,Customer_3149,7,we need api access for custom integrations,42,7,Tuesday,20
493,2026-06-08 23:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_1612,9,would love to see integration with slack for notifications,58,9,Monday,23
494,2026-06-12 18:09:05.870165,How do I backup my data?,Technical Support,High,Neutral,Customer_2771,6,how do i backup my data?,24,6,Friday,18
495,2026-06-19 16:09:05.870165,Just wanted to say thanks for great support!,Other,High,Positive,Customer_9966,8,just wanted to say thanks for great support!,44,8,Friday,16
496,2026-06-10 16:09:05.870165,Why was I charged twice this month?,Billing,Medium,Positive,Customer_9524,7,why was i charged twice this month?,35,7,Wednesday,16
497,2026-06-14 20:09:05.870165,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Neutral,Customer_2928,9,do you offer annual subscription discounts? this is urgent!,59,9,Sunday,20
498,2026-06-07 11:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Low,Positive,Customer_9571,10,i need an invoice for my payment on july 1st,44,10,Sunday,11
499,2026-06-16 13:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Low,Neutral,Customer_8875,9,would love to see integration with slack for notifications,58,9,Tuesday,13
500,2026-06-10 04:09:05.870165,Why was I charged twice this month? Losing money on this.,Billing,Medium,Positive,Customer_3443,11,why was i charged twice this month? losing money on this,56,11,Wednesday,4
